kelly_fraction,mean_pnl,median_pnl,pnl_sd,win_rate,p05,p95,worst,average_drawdown,p95_drawdown,cap_hit_rate
0.25,5.387654401122904,5.756027701696453,11.719286471593014,0.729,-11.196905517087167,21.63360259314509,-37.095638242298236,3.741320056219997,17.511672012989088,0.339
0.5,6.121262618206929,9.069951382393974,12.419285302022367,0.728,-12.318371184141977,19.086196384777008,-40.5058982289032,4.844316506985707,18.359042873030052,0.669
0.75,6.295535780311372,9.108510235948799,12.66257768834197,0.726,-12.330365794618789,19.09701964773576,-40.67576539068684,5.27755329859672,18.536034434546465,0.712
