simulation,final_pnl
614,0.0
615,10.192390673875806
616,6.302149241541912
617,5.06235300040359
618,7.788074210989208
619,0.0
620,-35.97502393791996
621,0.0
622,11.888778521574409
623,13.681030916322598
624,10.476478758712872
625,26.165705460443093
626,0.0
627,9.66676456349353
628,9.727986542373543
629,15.818142357835256
630,0.0
631,11.884573601133638
632,5.39510998627928
633,11.072404955882291
634,0.0
635,5.356649302240584
636,18.71884784289638
637,35.418518499783346
638,0.0
639,10.009333722980074
640,-38.0335409149071
641,18.504417490324187
642,5.052483640148779
643,0.0
644,18.898663527690417
645,6.440895520794911
646,-10.683105320202145
647,-8.158797205947167
648,11.67358360009976
649,10.315124995169555
650,0.0
651,9.074786624827922
652,-5.102260115536666
653,18.2977216846204
654,0.0
655,18.625841987704305
656,0.0
657,5.737758267625637
658,0.0
659,-0.8244470784721472
660,11.006127011621118
661,-9.692891440902073
662,-37.88872321895791
663,0.0
664,12.064509173288968
665,13.559517860146485
666,10.165568711244504
667,40.4450109029284
668,10.128429704969989
669,9.641118673281966
670,7.171240987125444
671,5.17137206189463
672,11.197418494116434
673,6.092789397499729
674,5.649785395535972
675,9.223464891216636
676,9.691926497232316
677,19.494271742950673
678,5.40903776637235
679,8.936519513268024
680,8.853562663099439
681,13.027776410099676
682,17.766598905014206
683,8.770975652043546
684,9.013634239027013
685,0.0
686,10.447771481964509
687,9.555904554379083
688,19.61923033220718
689,13.236765834951498
690,0.0
691,-14.421600472903592
692,8.394238988320382
693,0.0
694,-31.836827847733446
695,-35.646573637110194
696,7.168630748773239
697,11.565729956686965
698,10.391845129107594
699,10.816510000998733
700,5.3469317836156165
701,10.82402590614771
702,9.492995878907536
703,5.748095626193674
704,6.132948890406226
705,0.0
706,38.59530455472469
707,9.432765875361383
708,39.33748717518782
709,18.26150489913202
710,10.161968754668493
711,0.0
712,0.0
713,19.085788832583887
714,11.722718772051579
715,10.201973596033383
716,0.0
717,10.491131179275612
718,18.18607320022616
719,9.824318910317174
720,19.690135758021555
721,9.555718992747728
722,11.230290417819987
723,8.183479865757008
724,4.794917591808954
725,4.782056592955371
726,10.153146275614162
727,11.107341925283194
728,9.871077996570733
729,0.0
730,10.107475577350371
731,9.000297213555868
732,12.432356933349894
733,14.082164529067668
734,9.906315022663478
735,0.0
736,-37.473843178951654
737,-31.434652794220796
738,5.917301318019838
739,8.743433019854564
740,0.0
741,10.656645810806253
742,13.831476080833454
743,4.049742096346179
744,8.861799916392883
745,12.581160904100145
746,0.0
747,14.525720923854848
748,0.0
749,18.27131829777055
750,0.0
751,0.0
752,9.867986681824746
753,9.336036254330395
754,0.0
755,9.744308139816013
756,10.499433586873494
757,-2.449452296953538
758,-10.746861507399473
759,9.608500298183898
760,-34.422830801162206
761,9.352279377072705
762,4.804194478236482
763,9.66120381777614
764,9.743644218694456
765,0.0
766,7.265111755764636
767,0.0
768,36.434208326504205
769,6.15255321208933
770,12.373641888463524
771,9.309821902620769
772,8.845045207679178
773,10.883418970171405
774,12.584718038954108
775,19.084359467036563
776,12.828536258618698
777,9.46068985990297
778,-4.051864060642572
779,0.0
780,9.197429485861491
781,8.584656447515158
782,10.776119704649517
783,9.033579753526055
784,0.0
785,11.785040493959272
786,-10.189577757988914
787,36.81549434048003
788,11.228485150712402
789,13.628536673530277
790,10.859928293606998
791,8.610959528546871
792,10.806510415141673
793,17.938983821180216
794,9.368875392339092
795,6.6713480096915845
796,6.0446016627605275
797,8.78333319716512
798,0.0
799,7.559858507451509
800,28.176491046455908
801,9.22100741537875
802,38.390366589053
803,18.617109227714423
804,6.09038369902936
805,13.074919764585246
806,11.372699645169007
807,12.516717452168479
808,11.216144944228574
809,12.19671707906339
810,0.0
811,28.956514742104957
812,0.0
813,29.141957633801326
814,9.770079839784572
815,11.757567554194821
816,0.0
817,10.868994796022974
818,9.80744074757851
819,13.963023318069162
820,12.045219987880913
821,11.334718562793213
822,5.0529997130034445
823,0.0
824,0.0
825,-9.965603481733126
826,-7.8954012095772015
827,12.247837662138096
828,5.970822768167039
829,5.064163352639127
830,8.707344691097802
831,5.684595495914451
832,9.985726031209609
833,9.237839884838948
834,11.736454458685216
835,0.0
836,9.310491057707182
837,5.021624613942038
838,16.239527295479334
839,11.856337195825702
840,0.0
841,11.94071122155114
842,18.751676999392984
843,0.0
844,-3.416866472980985
845,0.0
846,7.630065223669305
847,0.0
848,0.0
849,6.485035051459363
850,17.196950412050725
851,0.0
852,10.170502013327734
853,4.74435526645388
854,10.83149735961554
855,12.276780304433544
856,0.0
857,5.28415840197691
858,0.0
859,9.965159514787217
860,11.495793281247074
861,13.29279885243696
862,10.057050803572707
863,-11.3929800222991
864,12.580536863554343
865,11.042799203442527
866,10.864617770475533
867,-8.129197317297496
868,-38.24458066273729
869,38.386734878516506
870,-7.0948117913806925
871,0.0
872,8.338123381644493
873,-10.512476347806398
874,8.747573074058721
875,15.931848172451723
876,0.0
877,-35.36956187754808
878,9.914864210290517
879,-7.843659959480192
880,9.783273814280903
881,8.936744769289078
882,0.0
883,10.22434624338183
884,5.439301072874642
885,12.476886442935282
886,-35.22152543531185
887,0.0
888,12.656422654353662
889,13.307384560705913
890,15.70879588318114
891,9.025198214639275
892,0.0
893,1.7828202387784557
894,12.127576240767581
895,0.0
896,-13.858063192122287
897,15.888373681568964
898,9.346532835345357
899,-7.5877035063084435
900,35.3012760333221
901,8.26268969319942
902,19.74624252432497
903,10.820081483456619
904,13.88214116315072
905,0.0
906,10.305977640085302
907,17.074532243407035
908,0.0
909,10.738093733807403
910,0.0
911,10.22049189040051
912,-8.969354090488395
913,9.77516466461249
914,10.202044147439608
915,4.77315608262829
916,4.819614036718576
917,10.804960638593954
918,12.574450801327174
919,9.688806860747022
920,10.927194663762748
921,-8.69212266639633
922,0.0
923,0.0
924,14.813978036130337
925,3.9963053431832094
926,10.688737387950084
927,0.0
928,11.410734032170382
929,-8.117518851615003
930,0.0
931,0.0
932,0.0
933,9.501866204507962
934,16.27147957643278
935,11.533718258472533
936,9.804996690270457
937,19.066387842843042
938,10.641311899586242
939,0.0
940,-2.1945984350997634
941,11.31111058581088
942,5.328547122065132
943,34.971966000091896
944,-35.70536400566891
945,11.714087050691148
946,0.0
947,5.337531317119982
948,0.0
949,0.0
950,5.713324281925992
951,7.682422698260126
952,5.353749148993998
953,12.607271730490282
954,0.0
955,15.28747056925917
956,7.54175069866767
957,-35.681169795566205
958,9.596475845239482
959,0.0
960,4.883819292892937
961,10.369849362096232
962,6.5223751364900835
963,9.00489746621011
964,8.560757098078739
965,11.300833524093463
966,0.0
967,8.967897725027711
968,5.357364006805184
969,8.575184400929501
970,12.344758054866887
971,16.5793779747508
972,10.32425829971777
973,6.020382119165475
974,9.099657397586327
